strategy,symbol,isin,signal_date,entry_date,entry_price,exit_date,exit_price,side,gross_return,estimated_cost,net_return,capital_before,pnl,capital_after,date,series,open,high,low,close,last_price,previous_close,volume,traded_value,circuit_like_flag,scaled_modeled_notional,scaled_notional_div_daily_value,research_notional_div_daily_value,one_paise_fraction_of_entry,official_close_differs_from_last,eligible_same_day_intraday_by_series
gap_fade_050,SITINET,INE965H01011,2026-06-12,2026-06-12,0.36,2026-06-12,0.36,SHORT,-0.0,0.002,-0.002,1995363.078331318,-3990.726156662451,1991372.3521746555,2026-06-12,BZ,0.36,0.36,0.34,0.36,0.36,0.35,467121,165762.27,False,19953.63078331318,0.12037498511158891,12.03749851115889,0.02777777777777778,False,False
gap_fade_050,SITINET,INE965H01011,2026-06-15,2026-06-15,0.37,2026-06-15,0.36,SHORT,0.027027027027027084,0.002,0.025027027027027082,1991372.3521746555,49838.12967874925,2041210.4818534048,2026-06-15,BZ,0.37,0.37,0.35,0.36,0.36,0.36,541255,197492.81,False,19913.723521746553,0.10083265067597424,10.083265067597425,0.02702702702702703,False,False
gap_fade_050,SITINET,INE965H01011,2026-06-16,2026-06-16,0.37,2026-06-16,0.36,SHORT,0.027027027027027084,0.002,0.025027027027027082,2041210.4818534048,51085.42989719589,2092295.9117506007,2026-06-16,BZ,0.37,0.37,0.35,0.36,0.35,0.36,1019629,362522.56,False,20412.104818534048,0.05630575051255858,5.630575051255858,0.02702702702702703,True,False
gap_fade_050,SITINET,INE965H01011,2026-06-22,2026-06-22,0.34,2026-06-22,0.34,LONG,0.0,0.002,-0.002,2092295.9117506007,-4184.591823501047,2088111.3199270996,2026-06-22,BZ,0.34,0.36,0.34,0.34,0.36,0.35,301297,104200.12,False,20922.959117506005,0.20079592151627088,20.07959215162709,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-06-24,2026-06-24,0.35,2026-06-24,0.34,SHORT,0.02857142857142847,0.002,0.026571428571428468,2088111.3199270996,55484.10078663379,2143595.4207137334,2026-06-24,BZ,0.35,0.35,0.33,0.34,0.34,0.34,424826,144380.72,False,20881.113199270996,0.14462535717560485,14.462535717560487,0.028571428571428574,False,False
gap_fade_050,SITINET,INE965H01011,2026-06-30,2026-06-30,0.35,2026-06-30,0.34,SHORT,0.02857142857142847,0.002,0.026571428571428468,2143595.4207137334,56958.39260753617,2200553.8133212696,2026-06-30,BZ,0.35,0.35,0.33,0.34,0.34,0.34,450540,156839.61,False,21435.954207137333,0.13667436566016286,13.667436566016287,0.028571428571428574,False,False
gap_fade_050,SITINET,INE965H01011,2026-07-01,2026-07-01,0.35,2026-07-01,0.33,SHORT,0.05714285714285705,0.002,0.05514285714285705,2200553.8133212696,121344.82456314424,2321898.637884414,2026-07-01,BZ,0.35,0.35,0.33,0.33,0.34,0.34,176471,59980.97,False,22005.538133212696,0.3668753295122219,36.68753295122219,0.028571428571428574,True,False
gap_fade_050,SITINET,INE965H01011,2026-07-02,2026-07-02,0.34,2026-07-02,0.33,SHORT,0.02941176470588236,0.002,0.027411764705882358,2321898.637884414,63647.33913259674,2385545.9770170106,2026-07-02,BZ,0.34,0.34,0.33,0.33,0.34,0.33,404001,135165.7,False,23218.986378844136,0.1717816456308378,17.178164563083783,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-07-03,2026-07-03,0.34,2026-07-03,0.33,SHORT,0.02941176470588236,0.002,0.027411764705882358,2385545.9770170106,65392.025017054286,2450938.002034065,2026-07-03,BZ,0.34,0.34,0.33,0.33,0.34,0.33,83218,27942.97,False,23855.459770170106,0.8537195498606663,85.37195498606664,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-07-07,2026-07-07,0.34,2026-07-07,0.33,SHORT,0.02941176470588236,0.002,0.027411764705882358,2450938.002034065,67184.53582046367,2518122.5378545285,2026-07-07,BZ,0.34,0.34,0.33,0.33,0.33,0.33,279526,93236.15,False,24509.380020340646,0.26287421799742533,26.287421799742535,0.029411764705882353,False,False
gap_fade_050,SITINET,INE965H01011,2026-07-10,2026-07-10,0.34,2026-07-10,0.33,SHORT,0.02941176470588236,0.002,0.027411764705882358,2518122.5378545285,69026.1825082479,2587148.7203627764,2026-07-10,BZ,0.34,0.34,0.33,0.33,0.33,0.33,255152,84704.46,False,25181.225378545285,0.297283347046251,29.728334704625098,0.029411764705882353,False,False
gap_fade_050,SITINET,INE965H01011,2026-07-13,2026-07-13,0.34,2026-07-13,0.32,SHORT,0.05882352941176472,0.002,0.05682352941176472,2587148.7203627764,147010.9214041438,2734159.64176692,2026-07-13,BZ,0.34,0.34,0.32,0.32,0.33,0.33,722872,232142.56,False,25871.487203627763,0.11144654906721009,11.14465490672101,0.029411764705882353,True,False
gap_fade_050,SITINET,INE965H01011,2026-07-14,2026-07-14,0.33,2026-07-14,0.31,SHORT,0.06060606060606066,0.002,0.05860606060606066,2734159.64176692,160238.32567203743,2894397.9674389577,2026-07-14,BZ,0.33,0.33,0.31,0.31,0.31,0.32,323990,103224.59,False,27341.5964176692,0.2648748366805739,26.48748366805739,0.030303030303030304,False,False
gap_fade_050,SITINET,INE965H01011,2026-07-15,2026-07-15,0.32,2026-07-15,0.32,SHORT,-0.0,0.002,-0.002,2894397.9674389577,-5788.795934877824,2888609.17150408,2026-07-15,BZ,0.32,0.32,0.31,0.32,0.32,0.31,284882,90028.52,False,28943.97967438958,0.32149789504914195,32.149789504914196,0.03125,False,False
gap_fade_050,SITINET,INE965H01011,2026-07-16,2026-07-16,0.33,2026-07-16,0.33,SHORT,-0.0,0.002,-0.002,2888609.17150408,-5777.21834300831,2882831.9531610715,2026-07-16,BZ,0.33,0.33,0.32,0.33,0.33,0.32,297971,98015.18,False,28886.0917150408,0.29471038787094817,29.471038787094816,0.030303030303030304,False,False
gap_fade_050,SITINET,INE965H01011,2026-07-20,2026-07-20,0.34,2026-07-20,0.32,SHORT,0.05882352941176472,0.002,0.05682352941176472,2882831.9531610715,163812.68627962377,3046644.6394406953,2026-07-20,BZ,0.34,0.34,0.32,0.32,0.32,0.33,131747,43340.93,False,28828.319531610712,0.6651523059521499,66.515230595215,0.029411764705882353,False,False
gap_fade_050,SITINET,INE965H01011,2026-07-21,2026-07-21,0.33,2026-07-21,0.32,SHORT,0.030303030303030276,0.002,0.028303030303030274,3046644.6394406953,86229.27555265464,3132873.91499335,2026-07-21,BZ,0.33,0.33,0.32,0.32,0.33,0.32,314768,102398.67,False,30466.446394406954,0.2975277549445413,29.75277549445413,0.030303030303030304,True,False
gap_fade_050,SITINET,INE965H01011,2026-07-24,2026-07-24,0.33,2026-07-24,0.32,SHORT,0.030303030303030276,0.002,0.028303030303030274,3132873.91499335,88669.82535162987,3221543.74034498,2026-07-24,BZ,0.33,0.33,0.32,0.32,0.33,0.32,122768,39920.08,False,31328.7391499335,0.7847864821396525,78.47864821396524,0.030303030303030304,True,False
gap_fade_050,SITINET,INE965H01011,2026-07-29,2026-07-29,0.32,2026-07-29,0.3,SHORT,0.0625,0.002,0.0605,3221543.74034498,194903.39629087131,3416447.136635851,2026-07-29,BZ,0.32,0.32,0.3,0.3,0.31,0.31,802171,249062.82,False,32215.437403449796,0.12934663392733525,12.934663392733526,0.03125,True,False
gap_fade_050,SITINET,INE965H01011,2026-07-30,2026-07-30,0.31,2026-07-30,0.3,SHORT,0.032258064516129115,0.002,0.030258064516129113,3416447.136635851,103375.07787627261,3519822.2145121237,2026-07-30,BZ,0.31,0.31,0.3,0.3,0.31,0.3,411667,125919.85,False,34164.471366358506,0.27131918729539867,27.13191872953987,0.03225806451612903,True,False
gap_fade_050,SITINET,INE965H01011,2026-07-31,2026-07-31,0.31,2026-07-31,0.3,SHORT,0.032258064516129115,0.002,0.030258064516129113,3519822.2145121237,106503.00765201217,3626325.222164136,2026-07-31,BZ,0.31,0.31,0.3,0.3,0.31,0.3,441933,136217.67,False,35198.22214512124,0.25839688892873613,25.839688892873614,0.03225806451612903,True,False
gap_fade_050,SITINET,INE965H01011,2026-08-03,2026-08-03,0.31,2026-08-03,0.31,SHORT,-0.0,0.002,-0.002,3626325.222164136,-7252.650444328319,3619072.5717198076,2026-08-03,BZ,0.31,0.31,0.31,0.31,0.31,0.3,428778,132921.18,True,36263.252221641356,0.27281771213317063,27.281771213317064,0.03225806451612903,False,False
gap_fade_050,SITINET,INE965H01011,2026-08-07,2026-08-07,0.32,2026-08-07,0.3,SHORT,0.0625,0.002,0.0605,3619072.5717198076,218953.89058904862,3838026.462308856,2026-08-07,BZ,0.32,0.32,0.3,0.3,0.3,0.31,1193764,361867.48,False,36190.725717198075,0.10001099219304833,10.001099219304834,0.03125,False,False
gap_fade_050,SITINET,INE965H01011,2026-08-10,2026-08-10,0.31,2026-08-10,0.29,SHORT,0.06451612903225812,0.002,0.06251612903225812,3838026.462308856,239938.557546922,4077965.019855778,2026-08-10,BZ,0.31,0.31,0.29,0.29,0.3,0.3,1203491,355832.41,False,38380.26462308856,0.10786050833056089,10.786050833056091,0.03225806451612903,True,False
gap_fade_050,SITINET,INE965H01011,2026-08-13,2026-08-13,0.3,2026-08-13,0.29,SHORT,0.033333333333333326,0.002,0.031333333333333324,4077965.019855778,127776.2372888145,4205741.257144593,2026-08-13,BZ,0.3,0.3,0.29,0.29,0.3,0.29,813087,242518.15,False,40779.650198557785,0.16815092065710457,16.815092065710456,0.03333333333333333,True,False
gap_fade_050,SITINET,INE965H01011,2026-08-14,2026-08-14,0.28,2026-08-14,0.29,LONG,0.03571428571428559,0.002,0.033714285714285586,4205741.257144593,141793.56238373183,4347534.8195283245,2026-08-14,BZ,0.28,0.3,0.28,0.29,0.3,0.29,779206,221260.3,False,42057.41257144593,0.19008115134728612,19.008115134728612,0.03571428571428571,True,False
gap_fade_050,SITINET,INE965H01011,2026-08-17,2026-08-17,0.3,2026-08-17,0.29,SHORT,0.033333333333333326,0.002,0.031333333333333324,4347534.8195283245,136222.7576785544,4483757.577206879,2026-08-17,BZ,0.3,0.3,0.28,0.29,0.3,0.29,391571,113640.05,False,43475.348195283244,0.38257065352649217,38.257065352649214,0.03333333333333333,True,False
gap_fade_050,SITINET,INE965H01011,2026-08-19,2026-08-19,0.3,2026-08-19,0.28,SHORT,0.06666666666666654,0.002,0.06466666666666654,4483757.577206879,289949.65665937774,4773707.233866257,2026-08-19,BZ,0.3,0.3,0.28,0.28,0.29,0.29,1115064,314596.52,False,44837.57577206878,0.14252406788246985,14.252406788246986,0.03333333333333333,True,False
gap_fade_050,SITINET,INE965H01011,2026-08-24,2026-08-24,0.29,2026-08-24,0.28,SHORT,0.0344827586206895,0.002,0.0324827586206895,4773707.233866257,155063.17980351765,4928770.413669774,2026-08-24,BZ,0.29,0.29,0.27,0.28,0.29,0.28,1136491,322673.48,False,47737.07233866257,0.1479423482173452,14.79423482173452,0.03448275862068966,True,False
gap_fade_050,SITINET,INE965H01011,2026-08-27,2026-08-27,0.28,2026-08-27,0.27,SHORT,0.0357142857142857,0.002,0.0337142857142857,4928770.413669774,166169.9739465816,5094940.387616356,2026-08-27,BZ,0.28,0.28,0.27,0.27,0.28,0.27,969062,270266.21,False,49287.70413669774,0.1823672450089034,18.23672450089034,0.03571428571428571,True,False
